"transcript_year","state_name","meeting_type","n"
"2014","Pennsylvania","BOARD OF SUPERVISORS",1
"2014","Pennsylvania","MUNICIPAL COUNCIL",71
"2014","Pennsylvania","PLANNING/ZONING BOARD/COMMISSION",4
"2014","Pennsylvania","TOWN BOARD",17
"2014","Rhode Island","COMMITTEE",1
"2014","Rhode Island","MUNICIPAL COUNCIL",40
"2014","South Carolina","MUNICIPAL COUNCIL",24
"2014","South Dakota","COUNTY BOARD",6
"2014","South Dakota","COUNTY COMMISSION",1
"2014","South Dakota","MUNICIPAL COUNCIL",159
"2014","South Dakota","PLANNING/ZONING BOARD/COMMISSION",24
"2014","Tennessee","COMMITTEE",63
"2014","Tennessee","COUNTY BOARD",8
"2014","Tennessee","COUNTY COMMISSION",5
"2014","Tennessee","MUNICIPAL COUNCIL",12
"2014","Tennessee","OTHER BOARD",1
"2014","Tennessee","PLANNING/ZONING BOARD/COMMISSION",3
"2014","Tennessee","SCHOOL BOARD",6
"2014","Texas","BOARD OF COMMISSIONERS",5
"2014","Texas","BOARD OF EDUCATION",1
"2014","Texas","BOARD OF SELECTMEN",1
"2014","Texas","BOARD OF TRUSTEES",9
"2014","Texas","COMMITTEE",7
"2014","Texas","COUNTY COMMISSION",8
"2014","Texas","MUNICIPAL COUNCIL",113
"2014","Texas","OTHER BOARD",4
"2014","Texas","PLANNING/ZONING BOARD/COMMISSION",10
"2014","Texas","SCHOOL BOARD",6
"2014","Texas","UNKNOWN",3
"2014","Utah","MUNICIPAL COUNCIL",36
"2014","Vermont","SCHOOL BOARD",7
"2014","Virginia","BOARD OF SUPERVISORS",10
"2014","Virginia","COUNTY BOARD",15
"2014","Virginia","MUNICIPAL COUNCIL",30
"2014","Virginia","SCHOOL BOARD",16
"2014","Washington","MUNICIPAL COUNCIL",87
"2014","Washington","OTHER BOARD",1
"2014","West Virginia","MUNICIPAL COUNCIL",2
"2014","Wisconsin","COMMITTEE",4
"2014","Wisconsin","MUNICIPAL COUNCIL",29
"2014","Wisconsin","OTHER BOARD",3
"2014","Wisconsin","PLANNING/ZONING BOARD/COMMISSION",2
"2014","Wisconsin","SCHOOL BOARD",4
"2014","Wisconsin","TOWN BOARD",2
"2014","Wisconsin","VILLAGE BOARD",4
"2014","Wyoming","MUNICIPAL COUNCIL",1
"2015","Alabama","BOARD OF EDUCATION",13
"2015","Alabama","BOARD OF SELECTMEN",2
"2015","Alabama","COMMITTEE",9
"2015","Alabama","COUNTY BOARD",10
"2015","Alabama","COUNTY COMMISSION",14
"2015","Alabama","MUNICIPAL COUNCIL",140
"2015","Alabama","OTHER BOARD",7
"2015","Alabama","PLANNING/ZONING BOARD/COMMISSION",3
"2015","Arizona","MUNICIPAL COUNCIL",33
"2015","Arizona","SCHOOL BOARD",2
"2015","Arkansas","COMMITTEE",1
"2015","Arkansas","MUNICIPAL COUNCIL",30
"2015","Arkansas","OTHER BOARD",1
"2015","Arkansas","PLANNING/ZONING BOARD/COMMISSION",2
"2015","California","BOARD OF EDUCATION",1
"2015","California","BOARD OF SUPERVISORS",69
"2015","California","COMMITTEE",7
"2015","California","COUNTY BOARD",28
"2015","California","COUNTY COMMISSION",1
"2015","California","MUNICIPAL COUNCIL",781
"2015","California","OTHER BOARD",34
"2015","California","PLANNING/ZONING BOARD/COMMISSION",10
"2015","California","SCHOOL BOARD",20
"2015","California","UNKNOWN",16
"2015","Colorado","BOARD OF SELECTMEN",1
"2015","Colorado","MUNICIPAL COUNCIL",41
"2015","Colorado","PLANNING/ZONING BOARD/COMMISSION",1
"2015","Florida","MUNICIPAL COUNCIL",14
"2015","Georgia","BOARD OF EDUCATION",4
"2015","Georgia","MUNICIPAL COUNCIL",13
"2015","Idaho","BOARD OF COMMISSIONERS",7
"2015","Idaho","COMMITTEE",1
"2015","Idaho","MUNICIPAL COUNCIL",20
"2015","Idaho","PLANNING/ZONING BOARD/COMMISSION",1
"2015","Illinois","BOARD OF COMMISSIONERS",3
"2015","Illinois","BOARD OF HEALTH",1
"2015","Illinois","COMMITTEE",74
"2015","Illinois","COUNTY BOARD",1
"2015","Illinois","MUNICIPAL COUNCIL",85
"2015","Illinois","OTHER BOARD",1
"2015","Illinois","PLANNING/ZONING BOARD/COMMISSION",12
"2015","Illinois","SCHOOL BOARD",1
"2015","Illinois","TOWN BOARD",13
"2015","Illinois","VILLAGE BOARD",127
"2015","Indiana","MUNICIPAL COUNCIL",7
"2015","Indiana","OTHER BOARD",1
"2015","Iowa","MUNICIPAL COUNCIL",46
"2015","Iowa","OTHER BOARD",1
"2015","Kansas","MUNICIPAL COUNCIL",7
"2015","Kentucky","MUNICIPAL COUNCIL",6
"2015","Louisiana","MUNICIPAL COUNCIL",1
"2015","Maine","BOARD OF SELECTMEN",17
"2015","Maine","MUNICIPAL COUNCIL",8
"2015","Maine","PLANNING/ZONING BOARD/COMMISSION",2
"2015","Maine","SCHOOL BOARD",5
"2015","Maryland","BOARD OF COMMISSIONERS",3
"2015","Massachusetts","BOARD OF COMMISSIONERS",3
"2015","Massachusetts","BOARD OF SELECTMEN",31
"2015","Massachusetts","COMMITTEE",16
"2015","Massachusetts","MUNICIPAL COUNCIL",5
"2015","Massachusetts","PLANNING/ZONING BOARD/COMMISSION",12
"2015","Michigan","BOARD OF COMMISSIONERS",5
"2015","Michigan","BOARD OF EDUCATION",29
"2015","Michigan","BOARD OF TRUSTEES",12
"2015","Michigan","COMMITTEE",8
"2015","Michigan","COUNTY BOARD",18
"2015","Michigan","COUNTY COMMISSION",1
"2015","Michigan","MUNICIPAL COUNCIL",225
"2015","Michigan","OTHER BOARD",2
"2015","Michigan","PLANNING/ZONING BOARD/COMMISSION",6
"2015","Michigan","SCHOOL BOARD",8
"2015","Michigan","UNKNOWN",1
"2015","Minnesota","BOARD OF HEALTH",5
"2015","Minnesota","COMMITTEE",57
"2015","Minnesota","MUNICIPAL COUNCIL",120
"2015","Minnesota","SCHOOL BOARD",5
"2015","Mississippi","BOARD OF ALDERMEN",2
"2015","Mississippi","MUNICIPAL COUNCIL",1
"2015","Missouri","BOARD OF ALDERMEN",28
"2015","Missouri","MUNICIPAL COUNCIL",103
"2015","Missouri","OTHER BOARD",9
"2015","Missouri","SCHOOL BOARD",1
"2015","Nebraska","COMMITTEE",7
"2015","Nebraska","COUNTY COMMISSION",12
"2015","Nebraska","MUNICIPAL COUNCIL",70
"2015","Nebraska","SCHOOL BOARD",2
"2015","Nebraska","TOWN BOARD",4
"2015","Nevada","MUNICIPAL COUNCIL",11
"2015","New Hampshire","BOARD OF SELECTMEN",23
"2015","New Hampshire","COMMITTEE",9
"2015","New Hampshire","COUNTY COMMISSION",4
"2015","New Hampshire","PARKS/REC BOARD/COMMISSION",1
"2015","New Hampshire","PLANNING/ZONING BOARD/COMMISSION",9
"2015","New Hampshire","SCHOOL BOARD",6
"2015","New Hampshire","UNKNOWN",4
"2015","New Jersey","COMMITTEE",23
"2015","New Jersey","COUNTY BOARD",1
"2015","New Jersey","MUNICIPAL COUNCIL",101
"2015","New Jersey","OTHER BOARD",1
"2015","New Jersey","PLANNING/ZONING BOARD/COMMISSION",8
"2015","New Jersey","UNKNOWN",2
"2015","New Mexico","COUNTY BOARD",2
"2015","New Mexico","MUNICIPAL COUNCIL",6
"2015","New Mexico","PLANNING/ZONING BOARD/COMMISSION",2
"2015","New York","BOARD OF EDUCATION",4
"2015","New York","BOARD OF TRUSTEES",2
"2015","New York","COMMITTEE",7
"2015","New York","MUNICIPAL COUNCIL",28
"2015","New York","OTHER BOARD",19
"2015","New York","PARKS/REC BOARD/COMMISSION",1
"2015","New York","PLANNING/ZONING BOARD/COMMISSION",11
"2015","New York","SCHOOL BOARD",5
"2015","New York","TOWN BOARD",3
"2015","New York","UNKNOWN",4
"2015","New York","VILLAGE BOARD",16
"2015","North Carolina","BOARD OF ALDERMEN",6
"2015","North Carolina","BOARD OF COMMISSIONERS",17
"2015","North Carolina","BOARD OF EDUCATION",5
"2015","North Carolina","COMMITTEE",2
"2015","North Carolina","COUNTY BOARD",16
"2015","North Carolina","COUNTY COMMISSION",9
"2015","North Carolina","MUNICIPAL COUNCIL",84
"2015","North Carolina","OTHER BOARD",4
"2015","North Carolina","PLANNING/ZONING BOARD/COMMISSION",11
"2015","Ohio","BOARD OF EDUCATION",28
"2015","Ohio","BOARD OF TRUSTEES",6
"2015","Ohio","COMMITTEE",16
"2015","Ohio","COUNTY COMMISSION",23
"2015","Ohio","MUNICIPAL COUNCIL",309
"2015","Ohio","OTHER BOARD",1
"2015","Ohio","PLANNING/ZONING BOARD/COMMISSION",4
"2015","Ohio","SCHOOL BOARD",5
"2015","Ohio","TOWN BOARD",4
"2015","Oklahoma","BOARD OF EDUCATION",5
"2015","Oklahoma","COMMITTEE",1
"2015","Oklahoma","COUNTY BOARD",9
"2015","Oklahoma","COUNTY COMMISSION",17
"2015","Oklahoma","MUNICIPAL COUNCIL",80
"2015","Oklahoma","OTHER BOARD",6
"2015","Oklahoma","SCHOOL BOARD",11
"2015","Oregon","COMMITTEE",5
"2015","Oregon","COUNTY COMMISSION",2
"2015","Oregon","MUNICIPAL COUNCIL",208
"2015","Oregon","OTHER BOARD",10
"2015","Oregon","SCHOOL BOARD",8
"2015","Oregon","UNKNOWN",1
"2015","Pennsylvania","COUNTY COMMISSION",2
"2015","Pennsylvania","MUNICIPAL COUNCIL",50
"2015","Pennsylvania","PLANNING/ZONING BOARD/COMMISSION",1
"2015","Pennsylvania","TOWN BOARD",4
"2015","Pennsylvania","UNKNOWN",1
"2015","Rhode Island","BOARD OF HEALTH",1
"2015","Rhode Island","MUNICIPAL COUNCIL",19
"2015","South Carolina","BOARD OF EDUCATION",3
"2015","South Carolina","BOARD OF TRUSTEES",1
"2015","South Carolina","MUNICIPAL COUNCIL",49
"2015","South Carolina","OTHER BOARD",2
"2015","South Carolina","PLANNING/ZONING BOARD/COMMISSION",1
"2015","South Carolina","SCHOOL BOARD",1
"2015","South Carolina","UNKNOWN",1
"2015","South Dakota","COMMITTEE",3
"2015","South Dakota","COUNTY BOARD",2
"2015","South Dakota","MUNICIPAL COUNCIL",199
"2015","South Dakota","PLANNING/ZONING BOARD/COMMISSION",34
"2015","Tennessee","BOARD OF EDUCATION",1
"2015","Tennessee","COMMITTEE",56
"2015","Tennessee","COUNTY BOARD",6
"2015","Tennessee","COUNTY COMMISSION",14
"2015","Tennessee","MUNICIPAL COUNCIL",18
"2015","Tennessee","OTHER BOARD",2
"2015","Tennessee","PLANNING/ZONING BOARD/COMMISSION",2
"2015","Tennessee","SCHOOL BOARD",8
"2015","Texas","BOARD OF COMMISSIONERS",5
"2015","Texas","BOARD OF TRUSTEES",4
"2015","Texas","COMMITTEE",34
"2015","Texas","COUNTY COMMISSION",13
"2015","Texas","MUNICIPAL COUNCIL",192
"2015","Texas","OTHER BOARD",3
"2015","Texas","PLANNING/ZONING BOARD/COMMISSION",24
"2015","Texas","SCHOOL BOARD",19
"2015","Texas","UNKNOWN",33
"2015","Utah","COMMITTEE",1
"2015","Utah","MUNICIPAL COUNCIL",78
"2015","Utah","PLANNING/ZONING BOARD/COMMISSION",1
"2015","Vermont","BOARD OF COMMISSIONERS",1
"2015","Vermont","SCHOOL BOARD",1
"2015","Virginia","BOARD OF SUPERVISORS",5
"2015","Virginia","COUNTY BOARD",18
"2015","Virginia","MUNICIPAL COUNCIL",95
"2015","Virginia","PLANNING/ZONING BOARD/COMMISSION",1
"2015","Virginia","SCHOOL BOARD",19
"2015","Washington","MUNICIPAL COUNCIL",136
"2015","Washington","OTHER BOARD",1
"2015","West Virginia","MUNICIPAL COUNCIL",1
"2015","Wisconsin","BOARD OF COMMISSIONERS",1
"2015","Wisconsin","BOARD OF HEALTH",1
"2015","Wisconsin","COMMITTEE",39
"2015","Wisconsin","MUNICIPAL COUNCIL",75
"2015","Wisconsin","OTHER BOARD",23
"2015","Wisconsin","PARKS/REC BOARD/COMMISSION",6
"2015","Wisconsin","PLANNING/ZONING BOARD/COMMISSION",4
"2015","Wisconsin","SCHOOL BOARD",4
"2015","Wisconsin","VILLAGE BOARD",5
"2016","Alabama","BOARD OF EDUCATION",7
"2016","Alabama","BOARD OF SELECTMEN",5
"2016","Alabama","COMMITTEE",16
"2016","Alabama","COUNTY BOARD",14
"2016","Alabama","COUNTY COMMISSION",10
"2016","Alabama","MUNICIPAL COUNCIL",142
"2016","Alabama","OTHER BOARD",8
"2016","Alabama","PARKS/REC BOARD/COMMISSION",1
"2016","Alabama","PLANNING/ZONING BOARD/COMMISSION",8
"2016","Alabama","SCHOOL BOARD",1
"2016","Arizona","MUNICIPAL COUNCIL",45
"2016","Arizona","SCHOOL BOARD",10
"2016","Arkansas","COMMITTEE",1
"2016","Arkansas","MUNICIPAL COUNCIL",89
"2016","Arkansas","VILLAGE BOARD",1
"2016","California","BOARD OF EDUCATION",3
"2016","California","BOARD OF SUPERVISORS",16
"2016","California","COMMITTEE",17
"2016","California","MUNICIPAL COUNCIL",720
"2016","California","OTHER BOARD",33
"2016","California","PARKS/REC BOARD/COMMISSION",2
"2016","California","PLANNING/ZONING BOARD/COMMISSION",5
"2016","California","SCHOOL BOARD",14
"2016","California","UNKNOWN",10
"2016","Colorado","MUNICIPAL COUNCIL",45
"2016","Florida","MUNICIPAL COUNCIL",6
"2016","Georgia","BOARD OF COMMISSIONERS",6
"2016","Georgia","BOARD OF EDUCATION",10
"2016","Georgia","COUNTY BOARD",6
"2016","Georgia","COUNTY COMMISSION",11
"2016","Georgia","MUNICIPAL COUNCIL",23
"2016","Georgia","OTHER BOARD",2
"2016","Georgia","PLANNING/ZONING BOARD/COMMISSION",8
"2016","Idaho","BOARD OF COMMISSIONERS",12
"2016","Idaho","MUNICIPAL COUNCIL",26
"2016","Idaho","PARKS/REC BOARD/COMMISSION",1
"2016","Illinois","BOARD OF EDUCATION",5
"2016","Illinois","BOARD OF HEALTH",1
"2016","Illinois","COMMITTEE",77
"2016","Illinois","COUNTY BOARD",4
"2016","Illinois","MUNICIPAL COUNCIL",123
"2016","Illinois","OTHER BOARD",2
"2016","Illinois","PLANNING/ZONING BOARD/COMMISSION",12
"2016","Illinois","TOWN BOARD",12
"2016","Illinois","UNKNOWN",5
"2016","Illinois","VILLAGE BOARD",123
"2016","Indiana","BOARD OF COMMISSIONERS",13
"2016","Indiana","MUNICIPAL COUNCIL",16
"2016","Iowa","MUNICIPAL COUNCIL",34
"2016","Iowa","OTHER BOARD",2
"2016","Iowa","PLANNING/ZONING BOARD/COMMISSION",3
"2016","Kansas","MUNICIPAL COUNCIL",7
"2016","Kentucky","MUNICIPAL COUNCIL",12
"2016","Louisiana","MUNICIPAL COUNCIL",1
"2016","Maine","BOARD OF SELECTMEN",19
"2016","Maine","MUNICIPAL COUNCIL",9
"2016","Maine","PLANNING/ZONING BOARD/COMMISSION",4
"2016","Maine","SCHOOL BOARD",5
"2016","Maryland","BOARD OF COMMISSIONERS",7
"2016","Massachusetts","BOARD OF COMMISSIONERS",2
"2016","Massachusetts","BOARD OF SELECTMEN",51
"2016","Massachusetts","COMMITTEE",18
"2016","Massachusetts","MUNICIPAL COUNCIL",4
"2016","Massachusetts","PLANNING/ZONING BOARD/COMMISSION",27
"2016","Massachusetts","SCHOOL BOARD",8
"2016","Michigan","BOARD OF COMMISSIONERS",14
"2016","Michigan","BOARD OF EDUCATION",16
"2016","Michigan","BOARD OF TRUSTEES",9
"2016","Michigan","COMMITTEE",16
"2016","Michigan","COUNTY BOARD",45
"2016","Michigan","COUNTY COMMISSION",4
"2016","Michigan","MUNICIPAL COUNCIL",196
"2016","Michigan","OTHER BOARD",1
"2016","Michigan","PLANNING/ZONING BOARD/COMMISSION",5
"2016","Michigan","SCHOOL BOARD",4
"2016","Michigan","UNKNOWN",2
"2016","Minnesota","BOARD OF HEALTH",10
"2016","Minnesota","COMMITTEE",105
"2016","Minnesota","MUNICIPAL COUNCIL",111
"2016","Minnesota","OTHER BOARD",4
"2016","Minnesota","SCHOOL BOARD",12
"2016","Minnesota","UNKNOWN",1
"2016","Mississippi","MUNICIPAL COUNCIL",14
"2016","Mississippi","PLANNING/ZONING BOARD/COMMISSION",1
"2016","Missouri","BOARD OF ALDERMEN",73
"2016","Missouri","BOARD OF SELECTMEN",2
"2016","Missouri","COUNTY COMMISSION",1
"2016","Missouri","MUNICIPAL COUNCIL",131
"2016","Missouri","OTHER BOARD",5
"2016","Missouri","SCHOOL BOARD",10
"2016","Missouri","UNKNOWN",2
"2016","Montana","COUNTY COMMISSION",3
"2016","Montana","MUNICIPAL COUNCIL",6
"2016","Nebraska","COMMITTEE",20
"2016","Nebraska","COUNTY BOARD",1
"2016","Nebraska","COUNTY COMMISSION",6
"2016","Nebraska","MUNICIPAL COUNCIL",67
"2016","Nebraska","OTHER BOARD",5
"2016","Nebraska","SCHOOL BOARD",3
"2016","Nebraska","TOWN BOARD",2
"2016","Nevada","MUNICIPAL COUNCIL",8
"2016","New Hampshire","BOARD OF EDUCATION",1
"2016","New Hampshire","BOARD OF SELECTMEN",56
"2016","New Hampshire","COMMITTEE",5
"2016","New Hampshire","COUNTY COMMISSION",4
"2016","New Hampshire","PLANNING/ZONING BOARD/COMMISSION",10
"2016","New Hampshire","SCHOOL BOARD",7
"2016","New Hampshire","UNKNOWN",4
"2016","New Jersey","BOARD OF EDUCATION",1
"2016","New Jersey","COMMITTEE",35
"2016","New Jersey","HOUSING AUTHORITY",1
"2016","New Jersey","MUNICIPAL COUNCIL",74
"2016","New Jersey","OTHER BOARD",9
"2016","New Jersey","PLANNING/ZONING BOARD/COMMISSION",13
"2016","New Jersey","VILLAGE BOARD",1
"2016","New Mexico","COUNTY BOARD",1
"2016","New Mexico","MUNICIPAL COUNCIL",2
"2016","New York","BOARD OF ALDERMEN",1
"2016","New York","BOARD OF COMMISSIONERS",3
"2016","New York","BOARD OF EDUCATION",10
"2016","New York","BOARD OF HEALTH",1
"2016","New York","COMMITTEE",14
"2016","New York","MUNICIPAL COUNCIL",32
"2016","New York","OTHER BOARD",21
"2016","New York","PLANNING/ZONING BOARD/COMMISSION",10
"2016","New York","SCHOOL BOARD",2
"2016","New York","TOWN BOARD",7
"2016","New York","VILLAGE BOARD",22
"2016","North Carolina","BOARD OF ALDERMEN",9
"2016","North Carolina","BOARD OF COMMISSIONERS",23
"2016","North Carolina","BOARD OF EDUCATION",16
"2016","North Carolina","COMMITTEE",1
"2016","North Carolina","COUNTY BOARD",26
"2016","North Carolina","COUNTY COMMISSION",26
"2016","North Carolina","MUNICIPAL COUNCIL",108
"2016","North Carolina","OTHER BOARD",2
"2016","North Carolina","PARKS/REC BOARD/COMMISSION",1
"2016","North Carolina","PLANNING/ZONING BOARD/COMMISSION",8
"2016","Ohio","BOARD OF COMMISSIONERS",1
"2016","Ohio","BOARD OF EDUCATION",17
"2016","Ohio","COMMITTEE",26
"2016","Ohio","COUNTY COMMISSION",39
"2016","Ohio","MUNICIPAL COUNCIL",480
"2016","Ohio","OTHER BOARD",11
"2016","Ohio","PLANNING/ZONING BOARD/COMMISSION",7
"2016","Ohio","SCHOOL BOARD",4
"2016","Ohio","TOWN BOARD",2
"2016","Ohio","UNKNOWN",2
"2016","Oklahoma","BOARD OF EDUCATION",4
"2016","Oklahoma","COMMITTEE",6
"2016","Oklahoma","COUNTY BOARD",16
"2016","Oklahoma","COUNTY COMMISSION",16
"2016","Oklahoma","MUNICIPAL COUNCIL",90
"2016","Oklahoma","OTHER BOARD",22
"2016","Oklahoma","PARKS/REC BOARD/COMMISSION",1
"2016","Oklahoma","SCHOOL BOARD",33
"2016","Oklahoma","TOWN BOARD",1
"2016","Oregon","BOARD OF HEALTH",1
"2016","Oregon","COMMITTEE",8
"2016","Oregon","COUNTY COMMISSION",16
"2016","Oregon","MUNICIPAL COUNCIL",295
"2016","Oregon","OTHER BOARD",11
"2016","Oregon","PLANNING/ZONING BOARD/COMMISSION",4
"2016","Oregon","SCHOOL BOARD",4
"2016","Oregon","SPECIAL COMMISSION",1
"2016","Oregon","UNKNOWN",2
"2016","Pennsylvania","BOARD OF COMMISSIONERS",2
"2016","Pennsylvania","COMMITTEE",3
"2016","Pennsylvania","COUNTY COMMISSION",13
"2016","Pennsylvania","MUNICIPAL COUNCIL",42
"2016","Pennsylvania","OTHER BOARD",5
"2016","Pennsylvania","SCHOOL BOARD",1
"2016","Rhode Island","COMMITTEE",2
"2016","Rhode Island","MUNICIPAL COUNCIL",12
"2016","Rhode Island","SCHOOL BOARD",2
"2016","South Carolina","COUNTY COUNCIL",1
"2016","South Carolina","MUNICIPAL COUNCIL",49
"2016","South Carolina","OTHER BOARD",9
"2016","South Carolina","PLANNING/ZONING BOARD/COMMISSION",2
"2016","South Dakota","BOARD OF SELECTMEN",1
"2016","South Dakota","COMMITTEE",2
"2016","South Dakota","COUNTY BOARD",6
"2016","South Dakota","MUNICIPAL COUNCIL",184
"2016","South Dakota","PLANNING/ZONING BOARD/COMMISSION",29
"2016","South Dakota","SCHOOL BOARD",8
"2016","Tennessee","BOARD OF EDUCATION",2
"2016","Tennessee","COMMITTEE",39
"2016","Tennessee","COUNTY BOARD",10
"2016","Tennessee","COUNTY COMMISSION",14
"2016","Tennessee","MUNICIPAL COUNCIL",16
"2016","Tennessee","OTHER BOARD",3
"2016","Tennessee","PLANNING/ZONING BOARD/COMMISSION",2
"2016","Tennessee","SCHOOL BOARD",2
"2016","Tennessee","UNKNOWN",1
"2016","Texas","BOARD OF COMMISSIONERS",2
"2016","Texas","BOARD OF TRUSTEES",1
"2016","Texas","COMMITTEE",14
"2016","Texas","COUNTY COMMISSION",20
"2016","Texas","MUNICIPAL COUNCIL",247
"2016","Texas","OTHER BOARD",3
"2016","Texas","PLANNING/ZONING BOARD/COMMISSION",18
"2016","Texas","SCHOOL BOARD",9
"2016","Texas","UNKNOWN",51
"2016","Utah","COMMITTEE",2
"2016","Utah","MUNICIPAL COUNCIL",75
"2016","Vermont","MUNICIPAL COUNCIL",14
"2016","Vermont","OTHER BOARD",1
"2016","Vermont","SCHOOL BOARD",3
"2016","Virginia","BOARD OF SUPERVISORS",5
"2016","Virginia","COMMITTEE",1
"2016","Virginia","COUNTY BOARD",26
"2016","Virginia","COUNTY COMMISSION",1
"2016","Virginia","MUNICIPAL COUNCIL",47
"2016","Virginia","SCHOOL BOARD",6
"2016","Virginia","UNKNOWN",1
"2016","Washington","MUNICIPAL COUNCIL",102
"2016","Wisconsin","BOARD OF COMMISSIONERS",2
"2016","Wisconsin","BOARD OF HEALTH",1
"2016","Wisconsin","COMMITTEE",29
"2016","Wisconsin","COUNTY BOARD",1
"2016","Wisconsin","MUNICIPAL COUNCIL",91
"2016","Wisconsin","OTHER BOARD",34
"2016","Wisconsin","PARKS/REC BOARD/COMMISSION",6
"2016","Wisconsin","PLANNING/ZONING BOARD/COMMISSION",7
"2016","Wisconsin","SCHOOL BOARD",17
"2016","Wisconsin","VILLAGE BOARD",14
"2016","Wyoming","MUNICIPAL COUNCIL",31
"2017","Alabama","BOARD OF EDUCATION",25
"2017","Alabama","BOARD OF SELECTMEN",1
"2017","Alabama","COMMITTEE",29
"2017","Alabama","COUNTY BOARD",36
"2017","Alabama","COUNTY COMMISSION",8
"2017","Alabama","MUNICIPAL COUNCIL",241
"2017","Alabama","OTHER BOARD",1
"2017","Alabama","PLANNING/ZONING BOARD/COMMISSION",10
"2017","Alabama","UNKNOWN",1
"2017","Arizona","MUNICIPAL COUNCIL",86
"2017","Arizona","OTHER BOARD",4
"2017","Arizona","PARKS/REC BOARD/COMMISSION",1
"2017","Arizona","PLANNING/ZONING BOARD/COMMISSION",2
"2017","Arizona","SCHOOL BOARD",8
"2017","Arizona","UNKNOWN",1
"2017","Arkansas","MUNICIPAL COUNCIL",48
"2017","Arkansas","OTHER BOARD",4
"2017","California","BOARD OF COMMISSIONERS",3
"2017","California","BOARD OF EDUCATION",1
"2017","California","BOARD OF SUPERVISORS",11
"2017","California","COMMITTEE",22
"2017","California","COUNTY BOARD",5
"2017","California","COUNTY COMMISSION",2
"2017","California","MUNICIPAL COUNCIL",859
"2017","California","OTHER BOARD",64
"2017","California","PARKS/REC BOARD/COMMISSION",3
"2017","California","PLANNING/ZONING BOARD/COMMISSION",9
"2017","California","SCHOOL BOARD",41
"2017","California","UNKNOWN",24
"2017","Colorado","BOARD OF TRUSTEES",5
"2017","Colorado","COUNTY BOARD",1
"2017","Colorado","COUNTY COMMISSION",7
"2017","Colorado","MUNICIPAL COUNCIL",83
"2017","Colorado","OTHER BOARD",1
"2017","Colorado","UNKNOWN",2
"2017","Connecticut","BOARD OF EDUCATION",2
"2017","Connecticut","MUNICIPAL COUNCIL",23
"2017","Florida","MUNICIPAL COUNCIL",36
"2017","Florida","OTHER BOARD",3
"2017","Georgia","BOARD OF COMMISSIONERS",2
"2017","Georgia","BOARD OF EDUCATION",17
"2017","Georgia","COMMITTEE",1
"2017","Georgia","COUNTY BOARD",9
"2017","Georgia","COUNTY COMMISSION",1
"2017","Georgia","MUNICIPAL COUNCIL",36
"2017","Georgia","PLANNING/ZONING BOARD/COMMISSION",5
"2017","Idaho","BOARD OF COMMISSIONERS",10
"2017","Idaho","MUNICIPAL COUNCIL",23
"2017","Idaho","SCHOOL BOARD",1
"2017","Illinois","BOARD OF EDUCATION",12
"2017","Illinois","BOARD OF HEALTH",2
"2017","Illinois","COMMITTEE",102
"2017","Illinois","COUNTY BOARD",5
"2017","Illinois","MUNICIPAL COUNCIL",183
"2017","Illinois","OTHER BOARD",2
"2017","Illinois","PLANNING/ZONING BOARD/COMMISSION",16
"2017","Illinois","TOWN BOARD",6
"2017","Illinois","UNKNOWN",5
"2017","Illinois","VILLAGE BOARD",152
"2017","Indiana","COUNTY COMMISSION",14
"2017","Indiana","MUNICIPAL COUNCIL",20
"2017","Iowa","MUNICIPAL COUNCIL",92
"2017","Iowa","OTHER BOARD",2
"2017","Iowa","PLANNING/ZONING BOARD/COMMISSION",9
"2017","Kansas","MUNICIPAL COUNCIL",32
"2017","Kentucky","MUNICIPAL COUNCIL",28
"2017","Louisiana","MUNICIPAL COUNCIL",3
"2017","Maine","BOARD OF SELECTMEN",17
"2017","Maine","MUNICIPAL COUNCIL",28
"2017","Maine","PLANNING/ZONING BOARD/COMMISSION",7
"2017","Maine","SCHOOL BOARD",10
"2017","Maryland","BOARD OF COMMISSIONERS",14
"2017","Massachusetts","BOARD OF COMMISSIONERS",13
"2017","Massachusetts","BOARD OF HEALTH",7
"2017","Massachusetts","BOARD OF SELECTMEN",106
"2017","Massachusetts","COMMITTEE",74
"2017","Massachusetts","MUNICIPAL COUNCIL",21
"2017","Massachusetts","PLANNING/ZONING BOARD/COMMISSION",43
"2017","Massachusetts","SCHOOL BOARD",18
"2017","Michigan","BOARD OF COMMISSIONERS",5
"2017","Michigan","BOARD OF EDUCATION",27
"2017","Michigan","BOARD OF TRUSTEES",19
"2017","Michigan","COMMITTEE",33
"2017","Michigan","COUNTY BOARD",44
"2017","Michigan","COUNTY COMMISSION",1
"2017","Michigan","MUNICIPAL COUNCIL",297
"2017","Michigan","OTHER BOARD",5
"2017","Michigan","PLANNING/ZONING BOARD/COMMISSION",9
"2017","Michigan","SCHOOL BOARD",2
"2017","Minnesota","BOARD OF HEALTH",26
"2017","Minnesota","COMMITTEE",192
"2017","Minnesota","COUNTY COMMISSION",1
"2017","Minnesota","MUNICIPAL COUNCIL",232
"2017","Minnesota","OTHER BOARD",15
"2017","Minnesota","PLANNING/ZONING BOARD/COMMISSION",1
"2017","Minnesota","SCHOOL BOARD",33
"2017","Minnesota","UNKNOWN",1
"2017","Mississippi","BOARD OF ALDERMEN",14
"2017","Mississippi","MUNICIPAL COUNCIL",25
"2017","Mississippi","OTHER BOARD",1
